Product ID,Product Name,Category,Price,Units Sold,Total Sales,Rating,Review Sentiment,Market,Date
B0589,A Thousand Wishes,Mist,18.59,117,2175.03,3.9,Positive,Germany,22-05-2024
B0590,Kitchen Lemon,Hand Soap,6.63,77,510.51,4.8,Positive,Australia,01-05-2024
B0591,Ocean,Shower Gel,27.67,45,1245.15,3.2,Positive,Canada,26-05-2024
B0592,Champagne Toast,Candle,21.5,149,3203.5,3.7,Positive,Germany,18-01-2024
B0593,Fresh Balsam,Candle,15.33,153,2345.49,3.1,Positive,Canada,17-03-2024
B0594,Kitchen Lemon,Hand Soap,14.3,140,2002,4.6,Positive,UK,19-06-2024
B0595,Sweet Pea,Shower Gel,5.22,45,234.9,3.6,Positive,Canada,02-05-2024
B0596,Fresh Balsam,Candle,16.87,132,2226.84,3.4,Positive,Germany,21-05-2024
B0597,Ocean,Shower Gel,8.65,42,363.3,4.7,Positive,US,13-07-2024
B0598,Peach Bellini,Hand Soap,29.75,28,833,4.1,Positive,Australia,11-07-2024
B0599,Into the Night,Mist,25.7,114,2929.8,3.1,Positive,Australia,23-03-2024
B0600,Warm Vanilla Sugar,Lotion,21.79,105,2287.95,3.8,Positive,Germany,27-02-2024
B0601,Champagne Toast,Candle,20.37,140,2851.8,4.8,Positive,Germany,12-07-2024
B0602,Mahogany Teakwood,Candle,19.97,83,1657.51,4,Positive,US,02-06-2024
B0603,Kitchen Lemon,Hand Soap,19.04,190,3617.6,4.8,Positive,US,13-06-2024
B0604,Gingham Love,Mist,14.83,128,1898.24,4.3,Negative,UK,28-03-2024
B0605,Sweet Pea,Shower Gel,13.18,88,1159.84,4.7,Positive,Australia,04-05-2024
B0606,Sweet Pea,Shower Gel,19,184,3496,4.2,Positive,Canada,26-05-2024
B0607,Crisp Morning Air,Hand Soap,7.27,135,981.45,5,Positive,Germany,06-06-2024
B0608,Japanese Cherry Blossom,Lotion,20.73,79,1637.67,4.7,Positive,UK,28-02-2024
B0609,Into the Night,Mist,19.15,99,1895.85,4.9,Positive,India,26-03-2024
B0610,Crisp Morning Air,Hand Soap,11.6,118,1368.8,4.3,Positive,Canada,05-06-2024
B0611,Into the Night,Mist,22.18,102,2262.36,4.4,Positive,Australia,22-02-2024
B0612,Sweet Pea,Shower Gel,9.34,195,1821.3,4.4,Positive,Canada,04-03-2024
B0613,Sweet Pea,Shower Gel,25.76,56,1442.56,4.8,Neutral,Canada,05-04-2024
B0614,Crisp Morning Air,Hand Soap,22.93,155,3554.15,3.9,Positive,India,06-03-2024
B0615,Japanese Cherry Blossom,Lotion,8.11,106,859.66,4.6,Negative,US,01-01-2024
B0616,Champagne Toast,Candle,28.2,126,3553.2,4.9,Positive,UK,29-07-2024
B0617,Sweet Pea,Shower Gel,15.51,78,1209.78,3.1,Positive,India,05-05-2024
B0618,Japanese Cherry Blossom,Lotion,15.93,90,1433.7,3.2,Positive,US,02-04-2024
B0619,Warm Vanilla Sugar,Lotion,11.93,150,1789.5,4.1,Positive,Germany,25-01-2024
B0620,Kitchen Lemon,Hand Soap,6,179,1074,4.1,Positive,India,27-03-2024
B0621,Gingham Love,Mist,15.75,69,1086.75,3.4,Positive,UK,11-07-2024
B0622,Dark Kiss,Shower Gel,26.02,48,1248.96,3,Positive,Canada,14-07-2024
B0623,Champagne Toast,Candle,10.08,167,1683.36,3,Positive,Germany,26-05-2024
B0624,Dark Kiss,Shower Gel,25.24,41,1034.84,3.2,Neutral,Canada,26-02-2024
B0625,Peach Bellini,Hand Soap,9.14,54,493.56,4.8,Positive,Canada,01-01-2024
B0626,Gingham Love,Mist,19.49,163,3176.87,4.7,Positive,US,29-02-2024
B0627,Japanese Cherry Blossom,Lotion,22.81,123,2805.63,3.3,Neutral,Australia,06-06-2024
B0628,Aromatherapy Eucalyptus,Lotion,24.13,62,1496.06,4.8,Positive,India,21-07-2024
B0629,Gingham Love,Mist,5.52,139,767.28,4.2,Neutral,Canada,04-06-2024
B0630,Into the Night,Mist,22.59,163,3682.17,4.7,Positive,Australia,13-02-2024
B0631,Mahogany Teakwood,Candle,12.86,113,1453.18,3.5,Neutral,Australia,29-02-2024
B0632,Dark Kiss,Shower Gel,29.02,185,5368.7,4.9,Positive,US,27-06-2024
B0633,Peach Bellini,Hand Soap,25,109,2725,4.1,Positive,Australia,06-01-2024
B0634,Peach Bellini,Hand Soap,16.13,118,1903.34,3.2,Positive,UK,28-02-2024
B0635,Gingham Love,Mist,16.96,53,898.88,3.4,Positive,India,12-05-2024
B0636,Ocean,Shower Gel,26.15,107,2798.05,3.7,Neutral,Germany,24-01-2024
B0637,Mahogany Teakwood,Candle,20.39,151,3078.89,3.1,Positive,Australia,06-03-2024
B0638,Champagne Toast,Candle,8.54,121,1033.34,3.6,Negative,Australia,28-02-2024
B0639,Into the Night,Mist,18.01,69,1242.69,4.7,Positive,Germany,26-05-2024
B0640,Champagne Toast,Candle,18.7,118,2206.6,4.8,Positive,Canada,25-07-2024
B0641,Sweet Pea,Shower Gel,6.93,35,242.55,3.5,Neutral,US,16-05-2024
B0642,Peach Bellini,Hand Soap,24.02,195,4683.9,3.4,Positive,Canada,17-02-2024
B0643,Japanese Cherry Blossom,Lotion,26.39,79,2084.81,4,Positive,US,09-05-2024
B0644,Kitchen Lemon,Hand Soap,9.18,130,1193.4,3.3,Positive,UK,04-06-2024
B0645,Dark Kiss,Shower Gel,16.56,126,2086.56,3.4,Positive,Canada,04-03-2024
B0646,Ocean,Shower Gel,6.68,106,708.08,3.3,Positive,Australia,15-05-2024
B0647,Peach Bellini,Hand Soap,18.54,113,2095.02,4.8,Positive,India,14-06-2024
B0648,A Thousand Wishes,Mist,19.44,113,2196.72,4.5,Positive,Canada,14-04-2024
B0649,Dark Kiss,Shower Gel,8.16,19,155.04,3.4,Positive,UK,04-04-2024
B0650,Aromatherapy Eucalyptus,Lotion,27.6,107,2953.2,3.8,Positive,Australia,21-03-2024
B0651,Mahogany Teakwood,Candle,10.39,173,1797.47,4.5,Positive,Germany,31-05-2024
B0652,Fresh Balsam,Candle,24.84,111,2757.24,3.5,Positive,Australia,28-02-2024
B0653,Gingham Love,Mist,14.98,192,2876.16,3.9,Neutral,Canada,28-04-2024
B0654,Kitchen Lemon,Hand Soap,11.13,47,523.11,4.8,Negative,UK,16-03-2024
B0655,Japanese Cherry Blossom,Lotion,16.63,108,1796.04,4.8,Neutral,India,20-01-2024
B0656,Gingham Love,Mist,25.53,151,3855.03,4,Negative,US,02-05-2024
B0657,Gingham Love,Mist,9.84,139,1367.76,3.3,Negative,Germany,07-02-2024
B0658,Dark Kiss,Shower Gel,6.5,140,910,3.4,Positive,Australia,07-01-2024
B0659,Crisp Morning Air,Hand Soap,24.96,127,3169.92,3.7,Positive,US,04-04-2024
B0660,Sweet Pea,Shower Gel,8.08,122,985.76,4.5,Positive,US,11-05-2024
B0661,Sweet Pea,Shower Gel,23.72,139,3297.08,3.1,Negative,UK,06-04-2024
B0662,Peach Bellini,Hand Soap,23.06,78,1798.68,3.3,Neutral,US,20-02-2024
B0663,Dark Kiss,Shower Gel,11.89,66,784.74,3.1,Positive,Canada,04-02-2024
B0664,Peach Bellini,Hand Soap,9.84,48,472.32,3.9,Positive,US,23-02-2024
B0665,Warm Vanilla Sugar,Lotion,26.47,77,2038.19,4.5,Neutral,Australia,26-02-2024
B0666,Fresh Balsam,Candle,17.34,30,520.2,4.3,Neutral,India,28-03-2024
B0667,Gingham Love,Mist,28.89,76,2195.64,4.2,Positive,Germany,27-07-2024
B0668,A Thousand Wishes,Mist,21.62,144,3113.28,3.3,Positive,India,02-07-2024
B0669,Sweet Pea,Shower Gel,11.97,162,1939.14,4.6,Positive,US,27-07-2024
B0670,Crisp Morning Air,Hand Soap,11.8,140,1652,3.6,Negative,US,13-04-2024
B0671,Dark Kiss,Shower Gel,25.04,75,1878,3.2,Positive,Canada,27-02-2024
B0672,Champagne Toast,Candle,27.63,35,967.05,4.4,Positive,Germany,15-04-2024
B0673,Crisp Morning Air,Hand Soap,19.16,86,1647.76,3.2,Positive,Germany,03-05-2024
B0674,Japanese Cherry Blossom,Lotion,28.15,24,675.6,3.9,Neutral,Australia,09-02-2024
B0675,Kitchen Lemon,Hand Soap,13.34,104,1387.36,3.2,Positive,Australia,05-05-2024
B0676,Ocean,Shower Gel,15.13,70,1059.1,3.6,Positive,UK,12-02-2024
B0677,Fresh Balsam,Candle,13.18,106,1397.08,4.7,Positive,Germany,22-01-2024
B0678,Warm Vanilla Sugar,Lotion,18.51,136,2517.36,4.8,Negative,Germany,22-07-2024
B0679,Mahogany Teakwood,Candle,5.05,55,277.75,3.1,Positive,Germany,03-04-2024
B0680,A Thousand Wishes,Mist,19.3,20,386,3.3,Positive,US,26-01-2024
B0681,Ocean,Shower Gel,29.7,167,4959.9,3,Negative,Canada,21-07-2024
B0682,Crisp Morning Air,Hand Soap,7.69,161,1238.09,3.6,Neutral,India,19-01-2024
B0683,Into the Night,Mist,6.62,165,1092.3,4.7,Positive,Germany,17-07-2024
B0684,Ocean,Shower Gel,17.41,67,1166.47,4.4,Positive,Germany,27-03-2024
B0685,Fresh Balsam,Candle,16.82,125,2102.5,3.7,Positive,Germany,16-03-2024
B0686,Crisp Morning Air,Hand Soap,25.17,70,1761.9,4.6,Neutral,UK,19-06-2024
B0687,Mahogany Teakwood,Candle,16.53,190,3140.7,3.3,Positive,US,30-05-2024
B0688,Mahogany Teakwood,Candle,29.96,42,1258.32,3.3,Positive,UK,16-07-2024
B0689,A Thousand Wishes,Mist,10.98,133,1460.34,3.9,Positive,Germany,13-06-2024
B0690,Sweet Pea,Shower Gel,19.69,191,3760.79,3.4,Positive,UK,09-01-2024
B0691,Champagne Toast,Candle,9.79,26,254.54,3.1,Neutral,UK,24-07-2024
B0692,Kitchen Lemon,Hand Soap,25.31,128,3239.68,4.3,Positive,UK,30-06-2024
B0693,Kitchen Lemon,Hand Soap,25.39,200,5078,4.9,Positive,India,21-03-2024
B0694,Mahogany Teakwood,Candle,26.73,52,1389.96,4.9,Positive,UK,04-05-2024
B0695,Mahogany Teakwood,Candle,27.11,71,1924.81,4,Positive,Canada,12-03-2024
B0696,Champagne Toast,Candle,5.96,12,71.52,4.3,Neutral,India,23-07-2024
B0697,Gingham Love,Mist,5.07,133,674.31,4.5,Negative,Canada,21-02-2024
B0698,Champagne Toast,Candle,22.01,198,4357.98,4.5,Positive,India,10-04-2024
B0699,Sweet Pea,Shower Gel,28.16,60,1689.6,3.9,Negative,US,23-07-2024
B0700,Peach Bellini,Hand Soap,19.77,84,1660.68,4.1,Neutral,UK,12-01-2024
B0701,Into the Night,Mist,15.18,170,2580.6,4.9,Positive,Australia,16-04-2024
B0702,Sweet Pea,Shower Gel,10.77,90,969.3,4.7,Positive,UK,08-03-2024
B0703,Warm Vanilla Sugar,Lotion,21.71,158,3430.18,3.5,Positive,Canada,15-05-2024
B0704,Warm Vanilla Sugar,Lotion,28.8,125,3600,3.5,Positive,US,13-01-2024
B0705,A Thousand Wishes,Mist,25.36,149,3778.64,4.9,Positive,Germany,06-07-2024
B0706,A Thousand Wishes,Mist,21.58,137,2956.46,5,Positive,India,18-06-2024
B0707,Into the Night,Mist,26.38,109,2875.42,4.1,Positive,Germany,19-05-2024
B0708,Mahogany Teakwood,Candle,22.13,30,663.9,3.7,Positive,US,02-05-2024
B0709,Warm Vanilla Sugar,Lotion,28.28,197,5571.16,3.5,Positive,UK,20-06-2024
B0710,Kitchen Lemon,Hand Soap,27.65,62,1714.3,4.5,Positive,UK,14-07-2024
B0711,A Thousand Wishes,Mist,22.29,173,3856.17,3.1,Negative,US,01-02-2024
B0712,Mahogany Teakwood,Candle,24.47,79,1933.13,4.9,Positive,UK,25-04-2024
B0713,Aromatherapy Eucalyptus,Lotion,24.15,146,3525.9,3.9,Positive,India,20-06-2024
B0714,Into the Night,Mist,13.91,33,459.03,3.7,Positive,India,18-02-2024
B0715,A Thousand Wishes,Mist,5.46,168,917.28,4.6,Neutral,US,23-01-2024
B0716,Mahogany Teakwood,Candle,13.55,143,1937.65,4.6,Positive,Germany,02-05-2024
B0717,Into the Night,Mist,13.5,109,1471.5,4.6,Positive,India,25-07-2024
B0718,Kitchen Lemon,Hand Soap,9.19,168,1543.92,4.3,Neutral,Germany,10-07-2024
B0719,Aromatherapy Eucalyptus,Lotion,10.67,178,1899.26,4.9,Neutral,Australia,22-05-2024
B0720,Crisp Morning Air,Hand Soap,21.06,60,1263.6,4.8,Positive,US,18-02-2024
B0721,Dark Kiss,Shower Gel,5.43,180,977.4,4.9,Positive,Germany,16-04-2024
B0722,Japanese Cherry Blossom,Lotion,26.55,31,823.05,3.3,Positive,India,13-05-2024
B0723,Aromatherapy Eucalyptus,Lotion,8.39,136,1141.04,4.1,Positive,UK,13-07-2024
B0724,Aromatherapy Eucalyptus,Lotion,25.27,173,4371.71,3.6,Positive,Australia,29-07-2024
B0725,Into the Night,Mist,26.47,24,635.28,4.9,Positive,Germany,05-02-2024
B0726,Gingham Love,Mist,29.98,81,2428.38,3.7,Positive,India,20-01-2024
B0727,Into the Night,Mist,17.46,199,3474.54,3.6,Positive,UK,13-03-2024
B0728,Fresh Balsam,Candle,7.33,45,329.85,4.9,Positive,UK,26-01-2024
B0729,Warm Vanilla Sugar,Lotion,29.37,95,2790.15,3.6,Positive,Canada,27-05-2024
B0730,Ocean,Shower Gel,10.79,80,863.2,3.6,Neutral,India,12-07-2024
B0731,Aromatherapy Eucalyptus,Lotion,18.72,157,2939.04,4.7,Positive,Germany,21-05-2024
B0732,Into the Night,Mist,27.38,20,547.6,3.6,Neutral,Germany,24-01-2024
B0733,Gingham Love,Mist,23.53,45,1058.85,3.1,Negative,US,30-05-2024
B0734,Japanese Cherry Blossom,Lotion,6.06,102,618.12,3.8,Positive,India,10-02-2024
B0735,Ocean,Shower Gel,7.05,53,373.65,3.4,Negative,US,28-06-2024
B0736,Japanese Cherry Blossom,Lotion,10.46,191,1997.86,3.3,Neutral,Germany,29-07-2024
B0737,Ocean,Shower Gel,29.74,11,327.14,4.4,Neutral,Germany,27-05-2024
B0738,Champagne Toast,Candle,18.69,25,467.25,3.9,Positive,Canada,09-04-2024
B0739,Dark Kiss,Shower Gel,13.61,113,1537.93,4.9,Positive,UK,28-05-2024
B0740,Into the Night,Mist,20.41,41,836.81,4.4,Positive,Australia,03-06-2024
B0741,Warm Vanilla Sugar,Lotion,15.14,58,878.12,4.5,Positive,Canada,27-05-2024
B0742,Ocean,Shower Gel,29.18,73,2130.14,3.3,Positive,Germany,04-03-2024
B0743,Aromatherapy Eucalyptus,Lotion,6.8,111,754.8,3.3,Positive,India,29-01-2024
B0744,Aromatherapy Eucalyptus,Lotion,10.26,38,389.88,4.7,Positive,UK,28-01-2024
B0745,Champagne Toast,Candle,8.61,195,1678.95,4.3,Positive,UK,04-04-2024
B0746,Crisp Morning Air,Hand Soap,21.49,184,3954.16,3.6,Positive,Canada,11-06-2024
B0747,Champagne Toast,Candle,13.83,180,2489.4,4.7,Positive,Australia,05-05-2024
B0748,Gingham Love,Mist,6.22,10,62.2,3.9,Positive,US,19-07-2024
B0749,Peach Bellini,Hand Soap,12.23,115,1406.45,3.2,Positive,UK,13-03-2024
B0750,Champagne Toast,Candle,24.23,131,3174.13,4.6,Positive,Australia,30-05-2024
B0751,Gingham Love,Mist,21.11,125,2638.75,3.4,Neutral,Australia,02-05-2024
B0752,Into the Night,Mist,17.01,122,2075.22,4.8,Positive,Germany,01-03-2024
B0753,Crisp Morning Air,Hand Soap,10.47,151,1580.97,4,Negative,UK,29-01-2024
B0754,A Thousand Wishes,Mist,11.37,35,397.95,3.5,Positive,UK,23-07-2024
B0755,Kitchen Lemon,Hand Soap,6.57,37,243.09,3.5,Positive,Canada,26-07-2024
B0756,Sweet Pea,Shower Gel,19.36,145,2807.2,4.8,Positive,US,15-05-2024
B0757,Mahogany Teakwood,Candle,13.18,186,2451.48,4.5,Positive,US,28-03-2024
B0758,Kitchen Lemon,Hand Soap,9.68,197,1906.96,3.6,Neutral,Germany,05-03-2024
B0759,A Thousand Wishes,Mist,9.99,112,1118.88,4.3,Negative,India,24-05-2024
B0760,Into the Night,Mist,14.5,169,2450.5,3.4,Positive,UK,12-01-2024
B0761,Gingham Love,Mist,23.97,146,3499.62,3.7,Positive,US,23-05-2024
B0762,Warm Vanilla Sugar,Lotion,19.13,45,860.85,3.5,Neutral,Australia,22-02-2024
B0763,Peach Bellini,Hand Soap,29.9,28,837.2,3.2,Negative,Australia,20-05-2024
B0764,Mahogany Teakwood,Candle,23.45,65,1524.25,3.7,Positive,India,03-01-2024
B0765,Kitchen Lemon,Hand Soap,29.78,174,5181.72,4.2,Positive,US,23-02-2024
B0766,Into the Night,Mist,20.29,33,669.57,4.6,Neutral,Germany,17-05-2024
B0767,Mahogany Teakwood,Candle,16.9,80,1352,4.1,Positive,Germany,27-06-2024
B0768,Japanese Cherry Blossom,Lotion,25.43,65,1652.95,4.6,Neutral,US,26-01-2024
B0769,Sweet Pea,Shower Gel,10.73,157,1684.61,3.6,Positive,UK,30-03-2024
B0770,Peach Bellini,Hand Soap,22.4,16,358.4,4.5,Negative,US,26-05-2024
B0771,Into the Night,Mist,9.3,50,465,3.5,Positive,Canada,15-02-2024
B0772,Mahogany Teakwood,Candle,8.32,127,1056.64,3.1,Positive,Canada,07-06-2024
B0773,Warm Vanilla Sugar,Lotion,23.14,195,4512.3,3.4,Positive,UK,13-07-2024
B0774,Kitchen Lemon,Hand Soap,22.2,50,1110,3.9,Positive,US,05-04-2024
B0775,Ocean,Shower Gel,22.11,117,2586.87,3.2,Neutral,US,24-02-2024
B0776,Champagne Toast,Candle,7.71,68,524.28,4.4,Positive,India,01-07-2024
B0777,Sweet Pea,Shower Gel,18.27,161,2941.47,4.8,Negative,Australia,25-03-2024
B0778,Fresh Balsam,Candle,18.32,155,2839.6,3.4,Positive,India,14-02-2024
B0779,Crisp Morning Air,Hand Soap,12.89,165,2126.85,3.4,Neutral,US,16-07-2024
B0780,Champagne Toast,Candle,12.39,147,1821.33,3.9,Positive,US,28-05-2024
B0781,Mahogany Teakwood,Candle,10.74,189,2029.86,4.1,Neutral,Australia,23-05-2024
B0782,Peach Bellini,Hand Soap,19.52,198,3864.96,4.6,Positive,India,16-02-2024
B0783,Mahogany Teakwood,Candle,11.01,22,242.22,4,Positive,Canada,19-01-2024
B0784,Sweet Pea,Shower Gel,7.09,144,1020.96,4.1,Positive,India,26-03-2024
B0785,Mahogany Teakwood,Candle,6.1,135,823.5,4.7,Positive,Canada,24-07-2024
B0786,Aromatherapy Eucalyptus,Lotion,8.7,123,1070.1,3.1,Neutral,US,19-05-2024
B0787,Gingham Love,Mist,9.12,80,729.6,5,Positive,US,09-01-2024
B0788,Aromatherapy Eucalyptus,Lotion,22.27,195,4342.65,3.1,Positive,Germany,12-07-2024
B0789,Ocean,Shower Gel,7.07,58,410.06,4,Neutral,India,22-04-2024
B0790,Into the Night,Mist,24.69,164,4049.16,3.1,Positive,UK,31-03-2024
B0791,Peach Bellini,Hand Soap,7.88,139,1095.32,4.3,Neutral,Canada,07-03-2024
B0792,Aromatherapy Eucalyptus,Lotion,25.32,163,4127.16,4.3,Positive,Australia,14-03-2024
B0793,Ocean,Shower Gel,8.76,83,727.08,4,Neutral,Australia,21-03-2024
B0794,Kitchen Lemon,Hand Soap,17.68,129,2280.72,3.1,Positive,Germany,01-01-2024
B0795,Into the Night,Mist,14.45,172,2485.4,3.7,Positive,UK,12-05-2024
B0796,Ocean,Shower Gel,15.13,154,2330.02,3.2,Positive,UK,23-07-2024
B0797,Ocean,Shower Gel,29.77,104,3096.08,4.3,Positive,Canada,29-07-2024
B0798,Dark Kiss,Shower Gel,23.24,151,3509.24,4.4,Positive,Australia,14-01-2024
B0799,Mahogany Teakwood,Candle,15.25,167,2546.75,4.1,Positive,US,20-07-2024
B0800,Sweet Pea,Shower Gel,28.83,144,4151.52,3.4,Positive,US,09-03-2024
B0801,Japanese Cherry Blossom,Lotion,11.32,145,1641.4,3.2,Positive,Germany,15-05-2024
B0802,Japanese Cherry Blossom,Lotion,20.64,76,1568.64,4.9,Positive,Australia,20-05-2024
B0803,Kitchen Lemon,Hand Soap,17.89,106,1896.34,4.4,Positive,US,14-06-2024
B0804,Crisp Morning Air,Hand Soap,11.06,182,2012.92,3.1,Positive,Germany,07-06-2024
B0805,A Thousand Wishes,Mist,9.27,156,1446.12,4.3,Positive,Australia,19-03-2024
B0806,Into the Night,Mist,5.52,117,645.84,4.5,Positive,Germany,03-07-2024
B0807,Dark Kiss,Shower Gel,10.35,89,921.15,4.9,Positive,US,28-04-2024
B0808,Crisp Morning Air,Hand Soap,28.64,171,4897.44,3.8,Positive,UK,11-07-2024
B0809,Into the Night,Mist,9.66,68,656.88,4.4,Positive,Germany,19-05-2024
B0810,Champagne Toast,Candle,9.79,196,1918.84,3,Positive,UK,06-04-2024
B0811,Crisp Morning Air,Hand Soap,26.58,141,3747.78,4.2,Neutral,US,09-05-2024
B0812,Fresh Balsam,Candle,7.72,71,548.12,4.1,Positive,UK,15-02-2024
B0813,A Thousand Wishes,Mist,29.31,129,3780.99,4.2,Positive,Germany,21-06-2024
B0814,Into the Night,Mist,12.24,173,2117.52,3.1,Neutral,Canada,02-03-2024
B0815,Mahogany Teakwood,Candle,29.24,100,2924,3.4,Positive,UK,30-05-2024
B0816,Japanese Cherry Blossom,Lotion,23.21,46,1067.66,4.6,Positive,India,01-07-2024
B0817,Peach Bellini,Hand Soap,16.66,41,683.06,4.1,Positive,Canada,20-02-2024
B0818,Ocean,Shower Gel,20.77,60,1246.2,4,Positive,UK,13-06-2024
B0819,Mahogany Teakwood,Candle,27.06,18,487.08,4.4,Negative,India,11-07-2024
B0820,Dark Kiss,Shower Gel,23.96,93,2228.28,5,Positive,Australia,08-05-2024
B0821,Sweet Pea,Shower Gel,26.6,12,319.2,3,Positive,US,29-07-2024
B0822,Aromatherapy Eucalyptus,Lotion,7.67,116,889.72,3.2,Positive,India,01-06-2024
B0823,Warm Vanilla Sugar,Lotion,22.21,95,2109.95,3.9,Neutral,Germany,08-03-2024
B0824,A Thousand Wishes,Mist,7.99,195,1558.05,4.8,Negative,Germany,07-06-2024
B0825,Champagne Toast,Candle,14.2,98,1391.6,3.3,Positive,India,20-03-2024
B0826,Warm Vanilla Sugar,Lotion,26.77,173,4631.21,4.5,Positive,UK,18-05-2024
B0827,Mahogany Teakwood,Candle,14.93,132,1970.76,3.7,Positive,Australia,05-02-2024
B0828,Mahogany Teakwood,Candle,25.37,50,1268.5,4.9,Positive,Canada,09-05-2024
B0829,Warm Vanilla Sugar,Lotion,16.28,95,1546.6,3.7,Positive,US,06-03-2024
B0830,Into the Night,Mist,17.99,114,2050.86,4.9,Positive,Germany,03-04-2024
B0831,Japanese Cherry Blossom,Lotion,10.94,111,1214.34,3.9,Negative,US,09-07-2024
B0832,Sweet Pea,Shower Gel,7.4,42,310.8,3.9,Neutral,Canada,11-01-2024
B0833,Aromatherapy Eucalyptus,Lotion,27.12,102,2766.24,3.8,Neutral,US,23-01-2024
B0834,Kitchen Lemon,Hand Soap,22.12,28,619.36,3.6,Neutral,Canada,26-01-2024
B0835,Champagne Toast,Candle,27.44,101,2771.44,3.1,Positive,Canada,20-05-2024
B0836,Peach Bellini,Hand Soap,7.72,170,1312.4,4.7,Positive,Germany,23-05-2024
B0837,Fresh Balsam,Candle,10.27,144,1478.88,4.7,Positive,US,11-01-2024
B0838,Champagne Toast,Candle,27.41,11,301.51,4.6,Negative,Canada,18-07-2024
B0839,Gingham Love,Mist,10.94,180,1969.2,4.8,Neutral,Canada,15-05-2024
B0840,Kitchen Lemon,Hand Soap,10.3,175,1802.5,3.7,Neutral,US,14-01-2024
B0841,Gingham Love,Mist,22.28,14,311.92,4.2,Positive,India,04-04-2024
B0842,Sweet Pea,Shower Gel,6.62,84,556.08,3.6,Positive,Germany,05-01-2024
B0843,Crisp Morning Air,Hand Soap,19.57,52,1017.64,3.8,Positive,India,26-05-2024
B0844,Peach Bellini,Hand Soap,19.32,106,2047.92,4.7,Positive,Germany,21-05-2024
B0845,Sweet Pea,Shower Gel,23.65,183,4327.95,4.4,Negative,US,26-04-2024
B0846,Dark Kiss,Shower Gel,8.63,103,888.89,4.2,Positive,Canada,25-05-2024
B0847,Champagne Toast,Candle,19.13,85,1626.05,3,Positive,India,20-03-2024
B0848,Ocean,Shower Gel,28.83,58,1672.14,3.2,Neutral,Canada,25-07-2024
B0849,Into the Night,Mist,24.41,120,2929.2,3.8,Positive,Australia,15-01-2024
B0850,Sweet Pea,Shower Gel,5.57,152,846.64,3.9,Positive,Australia,31-01-2024
B0851,Kitchen Lemon,Hand Soap,21.05,54,1136.7,4.5,Positive,Canada,04-07-2024
B0852,Sweet Pea,Shower Gel,10.51,181,1902.31,4.3,Negative,Canada,15-06-2024
B0853,Ocean,Shower Gel,21.43,153,3278.79,4.5,Neutral,US,13-03-2024
B0854,Gingham Love,Mist,27.18,40,1087.2,5,Negative,India,24-05-2024
B0855,Crisp Morning Air,Hand Soap,5.75,47,270.25,3.8,Neutral,Germany,19-05-2024
B0856,Champagne Toast,Candle,21.52,33,710.16,4.6,Positive,UK,06-04-2024
B0857,Peach Bellini,Hand Soap,6.82,65,443.3,3,Positive,US,19-04-2024
B0858,Mahogany Teakwood,Candle,25.18,90,2266.2,4.1,Negative,US,11-07-2024
B0859,Into the Night,Mist,24.43,112,2736.16,4.1,Positive,UK,22-07-2024
B0860,Dark Kiss,Shower Gel,20.65,20,413,4.7,Neutral,Australia,12-02-2024
B0861,Mahogany Teakwood,Candle,5.16,141,727.56,3.9,Positive,US,09-04-2024
B0862,Warm Vanilla Sugar,Lotion,25.84,109,2816.56,4,Positive,Canada,20-06-2024
B0863,Dark Kiss,Shower Gel,25.59,16,409.44,3.1,Positive,US,15-05-2024
B0864,Sweet Pea,Shower Gel,11.98,85,1018.3,4.3,Positive,UK,07-07-2024
B0865,Japanese Cherry Blossom,Lotion,15.19,55,835.45,4.7,Positive,Australia,29-05-2024
B0866,Peach Bellini,Hand Soap,8.59,196,1683.64,3.7,Positive,US,10-03-2024
B0867,Crisp Morning Air,Hand Soap,16.07,82,1317.74,3.8,Positive,Canada,24-04-2024
B0868,Crisp Morning Air,Hand Soap,21.78,162,3528.36,3.3,Positive,US,23-07-2024
B0869,Peach Bellini,Hand Soap,20.63,131,2702.53,4.8,Negative,India,11-02-2024
B0870,Ocean,Shower Gel,24.23,77,1865.71,3,Negative,India,21-06-2024
B0871,Into the Night,Mist,29.26,60,1755.6,3.4,Positive,UK,03-02-2024
B0872,A Thousand Wishes,Mist,28.27,61,1724.47,3.7,Negative,Australia,28-01-2024
B0873,Ocean,Shower Gel,16.61,62,1029.82,4.7,Neutral,Germany,12-02-2024
B0874,Warm Vanilla Sugar,Lotion,20.07,10,200.7,3.8,Positive,Canada,18-04-2024
B0875,Sweet Pea,Shower Gel,12.94,129,1669.26,4,Positive,Australia,29-03-2024
B0876,Warm Vanilla Sugar,Lotion,10.46,29,303.34,4.8,Positive,UK,19-03-2024
B0877,Ocean,Shower Gel,23.15,53,1226.95,4.7,Positive,Australia,06-02-2024
B0878,A Thousand Wishes,Mist,6.08,34,206.72,3.9,Positive,Canada,14-01-2024
B0879,Kitchen Lemon,Hand Soap,22.05,36,793.8,3.8,Positive,Australia,06-02-2024
B0880,Peach Bellini,Hand Soap,17.83,57,1016.31,3.2,Neutral,US,12-06-2024
B0881,Peach Bellini,Hand Soap,18.41,56,1030.96,3.2,Positive,Australia,12-05-2024
B0882,Fresh Balsam,Candle,18.65,198,3692.7,4.7,Neutral,India,24-06-2024
